length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,sex_F,sex_I,sex_M,rings
105,76,27,123.0,52.2,31.8,35.0,0,1,0,8
83,68,26,73.5,29.2,17.7,24.0,1,0,0,10
148,115,44,402.4,178.3,105.3,94.2,1,0,0,12
103,70,21,94.9,42.6,24.6,25.5,0,1,0,10
97,71,24,109.4,43.0,32.3,28.0,0,0,1,10
106,85,26,149.1,59.9,27.1,49.0,0,0,1,10
131,108,33,280.6,139.1,47.7,84.0,0,0,1,11
86,65,20,72.9,31.5,16.5,21.0,0,1,0,7
125,97,30,218.9,106.2,52.2,59.2,1,0,0,10
86,65,21,61.8,23.8,16.0,19.6,0,1,0,6
63,46,14,28.8,10.6,6.1,8.0,0,1,0,8
103,75,28,130.1,49.9,28.2,44.3,0,1,0,10
74,56,18,43.6,19.9,10.9,12.3,0,1,0,7
134,110,38,278.1,108.5,60.7,80.0,1,0,0,12
34,21,7,6.8,2.4,1.7,1.0,0,1,0,4
70,53,18,39.4,14.6,7.3,15.4,0,0,1,7
134,105,39,288.1,131.9,53.5,85.0,0,0,1,9
84,64,22,72.5,34.8,12.7,21.0,0,1,0,7
100,80,25,115.3,47.9,25.2,37.0,1,0,0,10
127,99,3,231.3,102.3,61.6,57.7,1,0,0,9
122,92,29,223.7,95.6,58.9,59.7,1,0,0,10
65,48,15,30.4,13.0,6.1,9.0,0,1,0,6
102,78,25,119.4,58.6,25.3,31.1,0,1,0,8
114,90,27,156.1,66.9,37.0,42.0,1,0,0,8
112,91,29,194.8,109.4,32.3,47.0,0,1,0,9
94,75,25,104.5,45.3,20.8,32.4,0,1,0,8
130,103,43,299.6,112.8,64.6,85.0,1,0,0,16
125,100,26,216.4,115.7,40.9,50.0,0,0,1,8
75,55,20,46.5,23.3,8.4,13.0,0,1,0,6
131,101,33,273.4,116.7,70.3,79.2,1,0,0,10
110,86,28,142.7,51.3,37.2,45.0,1,0,0,9
128,105,36,262.7,97.3,59.9,81.5,0,0,1,10
121,94,23,222.8,78.5,58.2,62.0,0,0,1,15
56,41,16,25.4,10.4,7.8,8.4,0,1,0,9
72,55,15,44.1,19.7,8.8,13.2,0,1,0,7
90,69,27,88.6,39.5,17.5,23.5,0,1,0,14
80,64,19,69.6,38.8,10.6,17.4,0,1,0,6
116,91,27,159.1,81.0,33.4,40.8,0,0,1,10
73,53,17,42.6,18.9,9.8,12.0,0,1,0,7
125,95,26,171.9,63.9,35.5,48.0,1,0,0,13
98,77,32,131.2,49.1,34.2,41.0,1,0,0,9
98,80,27,124.8,60.7,25.7,33.8,0,1,0,8
117,92,34,216.7,74.9,65.2,65.0,1,0,0,14
116,92,28,165.9,78.3,33.0,47.6,0,1,0,10
115,93,30,216.0,119.0,41.3,47.6,0,0,1,9
110,83,35,208.4,65.9,46.5,58.1,0,0,1,15
108,80,29,151.4,63.0,36.2,43.0,0,1,0,11
95,75,24,112.6,50.5,24.1,37.0,0,0,1,10
104,77,23,116.2,51.1,31.2,28.6,0,1,0,10
137,108,43,340.5,132.8,73.1,94.7,1,0,0,14
83,65,20,77.0,33.4,16.0,25.0,0,1,0,7
92,72,27,122.1,39.1,21.4,47.0,0,0,1,14
104,82,28,119.9,48.4,27.5,36.4,0,1,0,11
78,60,18,50.4,21.3,10.6,16.0,0,1,0,7
129,101,37,292.6,118.4,78.1,83.2,0,0,1,10
79,56,16,53.2,19.9,13.2,18.0,0,0,1,12
103,81,24,129.2,57.9,28.1,35.4,1,0,0,10
127,99,34,273.9,131.4,61.1,73.0,0,0,1,10
106,85,26,143.4,42.3,33.2,51.0,1,0,0,13
112,88,33,160.0,67.0,34.7,50.0,0,1,0,12
114,88,35,188.3,76.1,45.7,56.6,0,0,1,9
90,67,19,70.1,32.3,12.5,23.7,0,1,0,7
121,90,39,219.6,96.2,57.9,63.0,1,0,0,13
121,98,30,226.9,105.3,52.9,59.0,1,0,0,9
123,95,35,244.8,120.7,52.2,62.2,0,0,1,9
128,105,35,276.4,129.2,62.3,74.0,1,0,0,9
78,60,19,65.3,33.3,11.5,17.8,0,1,0,7
90,66,21,99.1,51.5,16.4,25.8,0,0,1,8
110,85,26,132.8,53.9,32.6,42.0,0,1,0,8
79,62,17,63.4,30.6,10.1,18.7,0,1,0,7
120,90,30,173.3,73.9,39.1,51.0,0,0,1,12
91,71,25,106.5,45.0,25.2,29.3,0,1,0,7
129,97,43,302.8,109.2,52.3,127.0,0,0,1,16
145,116,37,304.6,160.9,71.9,87.5,1,0,0,9
109,80,26,137.2,65.7,29.1,36.0,0,1,0,9
73,57,17,44.1,17.1,10.3,14.0,0,0,1,9
125,100,37,248.5,119.9,49.6,67.0,0,0,1,10
104,80,24,116.0,46.8,26.3,37.0,0,0,1,8
112,88,31,162.2,73.7,35.6,47.0,0,1,0,11
123,95,34,225.8,95.9,60.4,60.0,0,0,1,10
120,95,31,227.7,100.4,45.9,62.0,0,0,1,9
65,46,18,29.4,12.0,6.8,9.0,0,0,1,4
115,90,31,195.3,99.0,42.9,47.0,0,0,1,9
113,86,25,130.9,56.3,27.8,42.0,0,1,0,9
122,98,30,220.6,85.0,40.5,72.0,0,0,1,23
86,64,20,69.3,32.7,16.0,18.0,0,1,0,7
97,78,17,128.7,58.9,20.6,39.6,0,0,1,8
110,85,27,146.1,66.5,30.9,43.0,0,1,0,9
100,77,30,125.3,52.1,33.3,32.0,0,1,0,10
137,102,36,290.9,126.3,62.1,74.5,0,0,1,9
122,96,34,227.4,91.3,58.0,69.4,0,0,1,10
135,106,35,289.3,135.5,66.0,77.8,1,0,0,10
103,75,22,121.3,60.1,26.2,30.0,1,0,0,6
114,83,26,176.0,85.5,39.1,47.6,0,0,1,13
96,76,24,121.6,54.1,28.1,37.0,1,0,0,8
99,75,31,195.2,90.0,45.7,49.5,0,0,1,9
114,85,26,156.4,73.9,34.9,39.3,1,0,0,8
123,100,33,235.3,97.6,48.8,69.0,1,0,0,17
105,85,29,159.9,66.9,41.8,48.0,1,0,0,15
120,93,31,208.0,95.1,50.0,56.0,1,0,0,11
109,83,30,146.7,55.9,32.6,43.7,1,0,0,11
75,58,28,60.0,28.0,12.5,16.5,0,1,0,8
122,94,33,235.7,113.2,55.7,58.8,1,0,0,11
144,115,43,420.0,171.3,96.5,120.4,1,0,0,12
57,42,15,23.7,11.0,5.7,8.0,0,0,1,7
86,68,25,76.8,27.5,12.2,29.2,0,1,0,14
92,70,22,93.5,42.5,19.8,27.5,0,1,0,7
75,56,16,45.2,21.0,9.4,13.0,0,1,0,6
113,88,35,174.7,82.8,42.0,42.0,0,1,0,11
116,90,31,186.0,77.0,49.2,53.0,1,0,0,9
93,74,24,87.3,37.6,16.3,29.4,0,1,0,9
112,91,25,188.6,68.8,25.8,75.0,1,0,0,21
90,68,19,64.9,27.7,12.8,21.0,0,1,0,8
118,93,28,209.2,93.9,52.6,52.6,0,0,1,7
115,87,30,161.0,58.6,32.5,54.0,0,0,1,17
126,99,38,233.1,107.2,42.3,32.5,1,0,0,10
64,43,19,61.0,28.0,13.4,17.7,0,1,0,6
108,83,34,175.8,67.8,41.6,51.0,0,0,1,10
107,87,30,145.0,53.8,27.7,50.0,0,0,1,9
119,100,36,210.6,88.1,38.4,78.0,1,0,0,13
123,94,31,216.8,117.7,41.8,49.2,1,0,0,9
96,73,27,127.9,58.9,22.6,35.0,1,0,0,8
100,76,27,116.7,45.9,25.3,36.0,0,0,1,12
85,62,19,70.1,32.9,14.2,20.0,0,1,0,8
57,42,11,20.2,8.3,3.4,6.7,0,1,0,5
98,76,22,110.8,58.7,20.1,30.0,0,0,1,8
139,114,40,406.6,150.2,85.1,137.0,0,0,1,15
110,90,26,160.8,67.5,28.1,46.0,0,1,0,6
85,70,20,88.5,35.0,15.1,35.0,1,0,0,7
113,84,31,148.6,62.0,37.2,46.2,0,1,0,9
129,101,33,286.5,136.8,61.6,67.2,1,0,0,8
85,67,19,64.4,24.1,12.2,25.0,1,0,0,10
89,67,28,91.3,35.7,22.8,28.0,1,0,0,11
116,98,39,263.3,106.1,50.8,82.0,0,1,0,18
88,69,34,81.7,30.0,16.5,30.3,1,0,0,12
102,79,21,110.5,46.8,25.4,33.0,0,1,0,8
116,88,35,214.6,80.1,46.9,67.0,1,0,0,19
154,120,43,438.9,210.3,96.4,116.8,0,0,1,10
116,95,30,194.0,77.0,43.3,70.0,0,0,1,11
44,32,10,9.8,4.3,2.0,3.0,0,1,0,4
61,45,18,29.3,12.6,6.8,8.3,0,1,0,6
124,94,29,217.3,102.2,54.3,51.3,0,0,1,10
81,60,24,64.8,25.3,14.0,22.0,0,1,0,7
118,93,27,197.9,84.7,39.8,56.0,0,0,1,8
122,97,29,266.1,156.6,45.1,57.3,0,0,1,9
74,56,17,43.4,21.9,7.0,12.4,0,1,0,6
109,87,29,187.7,73.7,24.9,69.0,0,0,1,11
104,82,32,142.4,56.9,30.6,45.0,1,0,0,10
129,102,31,225.8,100.3,48.0,68.4,1,0,0,10
65,49,14,32.2,15.1,5.1,9.0,0,1,0,6
126,103,34,277.0,127.1,59.1,76.0,0,0,1,11
95,76,27,97.2,34.7,14.0,37.0,1,0,0,7
85,61,22,71.8,34.6,17.5,19.5,0,0,1,9
114,89,30,199.0,100.8,37.0,50.1,1,0,0,9
139,110,37,335.8,161.0,80.3,79.3,1,0,0,10
120,94,40,206.2,78.4,40.7,58.0,1,0,0,15
117,94,34,219.8,79.5,46.5,71.6,1,0,0,20
136,103,35,323.7,102.5,81.8,124.0,1,0,0,12
135,109,37,347.5,175.2,62.7,93.8,0,0,1,13
99,77,27,126.7,40.0,24.5,52.0,0,0,1,14
103,84,28,153.8,50.1,30.8,58.0,0,0,1,13
125,89,32,218.0,92.0,59.3,60.8,1,0,0,11
133,105,31,271.5,106.5,60.9,89.7,0,0,1,10
110,86,30,131.0,52.7,24.4,44.2,1,0,0,8
73,52,23,43.6,18.7,8.9,14.0,0,1,0,9
94,74,28,99.7,41.9,24.5,29.0,0,1,0,10
118,91,31,213.2,76.4,45.5,83.0,1,0,0,20
99,77,26,138.1,62.5,35.8,35.0,1,0,0,10
47,26,15,31.7,13.7,7.4,9.3,0,1,0,5
124,97,36,230.8,98.7,51.2,63.0,0,1,0,12
104,80,28,124.4,55.6,29.1,33.8,0,1,0,8
60,46,15,25.4,10.4,6.0,6.9,0,1,0,6
147,118,43,349.4,145.5,80.6,111.4,0,0,1,11
86,63,19,75.6,35.0,16.0,20.9,0,1,0,8
125,98,31,241.7,93.0,32.4,82.2,1,0,0,11
124,102,36,246.6,118.4,54.8,64.4,1,0,0,10
81,57,18,52.9,25.3,10.1,15.0,0,1,0,6
97,77,25,95.5,40.0,15.7,34.0,0,0,1,12
111,88,30,151.0,61.4,30.5,52.0,0,0,1,12
85,63,20,75.4,32.9,14.4,21.0,0,1,0,6
110,83,29,156.3,74.6,32.0,44.3,0,1,0,8
113,91,37,185.3,70.8,31.5,75.0,0,0,1,16
104,82,23,154.0,52.6,31.4,52.0,0,0,1,11
131,101,33,254.0,120.7,52.4,67.0,0,0,1,10
116,92,36,210.3,81.9,51.9,55.2,1,0,0,8
105,80,26,165.9,48.1,36.5,55.0,0,0,1,11
67,51,17,35.7,14.2,8.1,11.0,0,1,0,9
133,105,33,267.6,110.3,71.5,70.0,0,0,1,18
48,34,10,10.9,4.1,3.2,3.1,0,1,0,5
62,47,15,30.3,11.2,6.3,10.0,0,1,0,7
90,70,25,95.5,44.7,17.8,23.6,0,1,0,6
95,71,23,103.9,55.8,17.6,26.5,0,1,0,7
132,105,41,273.3,100.1,58.2,82.0,1,0,0,18
126,98,31,245.8,107.0,58.0,67.0,0,0,1,11
110,88,32,198.2,69.6,33.6,75.0,0,0,1,20
116,91,34,181.5,74.8,42.7,57.0,1,0,0,13
90,73,23,117.7,63.6,24.2,26.5,1,0,0,8
97,74,26,91.6,36.2,22.6,27.2,0,1,0,10
109,81,35,196.0,51.7,41.4,76.0,1,0,0,18
72,54,17,43.7,21.3,7.6,12.4,0,1,0,6
105,80,22,125.5,60.3,25.2,36.0,0,1,0,8
92,71,26,103.4,44.1,22.8,33.0,1,0,0,9
50,38,12,15.3,7.2,2.3,4.9,0,1,0,6
114,86,24,212.3,69.6,33.4,62.0,0,0,1,15
144,113,34,322.6,144.6,65.1,98.9,1,0,0,12
112,86,29,179.6,77.9,46.5,49.0,1,0,0,9
107,80,30,160.9,66.9,42.5,42.0,1,0,0,13
125,94,31,239.1,128.6,41.1,62.9,0,1,0,12
102,80,25,109.0,52.2,23.0,27.7,1,0,0,6
91,75,25,96.8,43.1,20.4,33.0,0,0,1,7
122,99,32,217.8,93.8,39.6,76.8,1,0,0,11
90,65,23,86.1,44.7,15.7,23.1,0,0,1,8
106,87,27,147.3,65.5,26.3,44.0,0,0,1,12
122,99,33,216.7,90.5,54.6,63.4,1,0,0,9
82,65,21,72.2,32.1,13.3,20.6,0,1,0,8
85,68,20,70.3,32.5,16.4,18.8,0,1,0,7
116,89,34,235.6,78.7,43.3,63.0,0,1,0,20
147,117,37,424.8,190.4,110.0,100.0,0,0,1,11
133,103,37,268.1,111.9,58.6,87.5,1,0,0,11
99,75,24,117.8,61.5,24.3,28.1,0,1,0,8
128,96,39,228.7,98.3,46.9,70.6,1,0,0,9
39,30,9,7.5,3.6,1.2,2.2,0,1,0,3
125,103,32,252.8,114.3,65.2,64.2,1,0,0,9
109,84,28,150.1,49.5,26.0,51.0,0,0,1,22
112,85,27,169.8,65.3,44.2,52.9,0,0,1,10
99,75,24,122.8,57.1,27.3,32.2,0,1,0,8
90,71,21,104.5,47.4,23.3,29.0,1,0,0,8
103,83,26,152.8,55.2,39.2,50.0,1,0,0,13
90,67,22,83.9,36.2,17.0,26.9,0,1,0,7
82,61,20,72.6,34.7,13.0,22.0,1,0,0,11
120,92,36,228.0,84.6,51.5,73.0,0,0,1,10
126,99,29,229.4,109.1,53.2,57.7,1,0,0,9
110,85,30,127.8,53.8,26.9,43.4,0,1,0,9
116,88,35,245.1,108.1,54.1,65.3,0,0,1,10
87,63,22,73.7,32.3,14.3,24.0,0,1,0,7
134,108,33,300.3,103.6,71.6,101.0,1,0,0,14
119,93,31,205.2,92.9,22.4,61.0,1,0,0,12
137,101,38,306.6,133.4,81.1,82.0,0,0,1,10
129,103,48,308.3,94.2,73.8,107.0,0,0,1,13
100,76,25,103.8,49.7,22.7,26.8,0,1,0,8
125,94,29,196.8,95.0,40.0,53.0,1,0,0,11
124,108,33,227.8,99.9,48.7,71.4,1,0,0,11
122,73,31,215.3,97.6,49.8,54.0,0,0,1,9
122,94,32,204.4,89.8,46.9,58.9,0,0,1,9
94,72,27,100.2,33.3,23.0,33.0,0,0,1,10
138,108,37,314.3,138.7,63.6,94.0,1,0,0,15
118,92,25,151.0,66.8,30.0,47.6,0,1,0,9
129,101,30,232.1,103.8,52.3,67.0,0,0,1,10
100,75,24,105.8,44.7,24.6,32.0,0,1,0,8
119,95,34,249.4,96.0,45.0,85.0,1,0,0,20
115,92,33,183.1,80.1,49.3,47.7,0,0,1,8
119,91,32,208.0,90.4,53.1,57.6,1,0,0,9
122,98,32,230.9,117.3,47.7,58.3,0,1,0,11
145,115,35,424.8,153.0,90.3,170.0,1,0,0,20
127,97,33,253.9,112.7,61.3,67.9,1,0,0,11
124,96,33,208.6,96.7,44.2,62.0,1,0,0,10
118,96,32,252.4,113.7,54.5,67.0,0,0,1,9
110,86,29,157.9,74.9,34.2,44.6,0,1,0,11
85,68,24,77.6,29.8,17.4,25.0,0,0,1,10
135,106,39,299.7,124.0,75.0,85.0,1,0,0,9
76,58,24,56.6,23.5,13.1,17.0,0,0,1,9
131,105,35,269.6,117.1,52.1,78.8,1,0,0,10
94,75,26,115.9,42.9,32.8,39.0,0,0,1,13
123,95,33,204.6,98.1,39.1,60.7,1,0,0,12
92,73,23,102.2,47.3,23.6,24.6,0,1,0,7
136,108,39,356.5,111.3,64.7,85.7,0,0,1,11
76,60,18,55.4,33.1,12.5,16.4,0,1,0,6
105,80,23,125.9,51.1,28.8,36.0,1,0,0,11
89,66,21,90.5,36.0,20.6,24.6,1,0,0,9
92,71,28,98.2,41.4,23.0,34.8,0,0,1,10
70,52,18,35.3,14.4,7.1,11.5,0,1,0,7
93,72,16,97.6,38.2,25.0,31.0,0,0,1,11
114,89,31,203.4,105.3,40.5,53.0,1,0,0,10
127,102,42,319.6,130.7,56.7,116.0,0,0,1,15
117,93,33,177.0,80.5,32.5,54.8,0,0,1,10
143,117,46,414.5,173.1,81.9,113.0,1,0,0,10
130,103,36,292.6,131.6,62.7,82.3,0,0,1,11
113,88,35,180.5,62.0,38.6,65.0,0,0,1,14
106,84,26,200.2,68.0,45.2,53.0,1,0,0,17
90,69,24,83.3,33.1,19.0,27.0,1,0,0,9
125,97,35,272.4,135.3,52.3,74.1,1,0,0,10
110,87,28,152.5,65.4,33.7,51.8,0,0,1,10
130,101,33,232.0,95.7,54.8,69.8,1,0,0,11
77,60,20,54.5,22.3,11.4,16.0,1,0,0,6
26,20,6,2.6,0.9,0.6,0.8,0,1,0,3
118,90,31,174.8,73.8,42.7,48.0,0,0,1,8
104,79,25,132.6,60.1,26.2,38.1,0,1,0,9
115,90,32,191.0,88.0,33.7,54.0,0,0,1,16
73,54,17,44.5,18.7,10.5,13.2,0,1,0,7
119,96,40,195.0,71.6,40.7,68.0,1,0,0,15
88,65,20,83.3,37.0,17.3,22.0,0,1,0,6
106,91,33,196.1,63.1,56.3,59.3,1,0,0,11
120,92,31,133.1,57.0,29.8,53.8,0,0,1,11
116,91,33,227.3,73.8,60.1,55.0,1,0,0,13
102,83,28,163.7,60.5,43.1,47.0,0,0,1,16
139,116,40,379.9,135.0,95.6,105.9,0,0,1,13
129,104,35,266.9,133.4,53.3,71.0,1,0,0,10
84,65,22,65.0,24.9,15.1,20.5,0,1,0,7
97,76,30,121.0,43.1,28.0,36.0,1,0,0,15
130,99,36,358.6,160.1,67.8,106.0,0,0,1,14
112,84,39,161.7,60.5,35.9,57.0,0,0,1,14
58,46,15,23.3,8.6,5.1,8.0,0,0,1,7
121,98,29,260.0,103.4,65.7,62.0,0,0,1,14
107,81,28,163.6,80.4,34.3,37.8,0,0,1,7
56,42,17,21.5,8.3,4.8,6.8,0,1,0,5
103,81,26,144.4,64.0,26.2,42.0,0,0,1,10
95,75,30,111.8,39.1,24.3,38.9,1,0,0,12
133,101,33,269.8,119.7,63.5,72.0,1,0,0,9
106,81,30,177.8,81.1,45.5,43.0,1,0,0,8
72,56,18,45.1,17.7,8.0,18.0,0,1,0,8
58,45,16,25.9,10.7,5.2,9.0,0,0,1,10
145,106,38,346.3,166.0,79.6,81.0,1,0,0,11
119,94,31,224.2,90.3,35.6,31.0,1,0,0,11
69,51,16,33.8,12.0,8.5,10.8,0,0,1,10
146,115,42,413.8,185.7,81.8,128.6,0,0,1,11
119,92,30,166.7,75.4,38.5,47.0,0,1,0,8
103,78,28,111.1,40.0,22.7,44.7,0,1,0,12
124,93,28,202.2,95.8,47.7,51.0,1,0,0,8
65,48,15,31.0,9.5,7.1,12.0,0,0,1,9
140,112,35,332.1,172.1,65.5,79.6,1,0,0,11
83,62,18,56.3,24.9,12.3,17.0,0,1,0,6
122,94,32,214.9,98.5,47.2,58.0,1,0,0,8
117,95,30,213.0,106.3,39.8,57.7,0,0,1,10
111,87,28,149.9,68.2,32.9,42.8,0,0,1,8
96,71,32,92.8,44.2,21.2,47.8,0,0,1,8
128,100,35,278.8,98.7,58.2,80.0,1,0,0,10
71,56,22,44.7,16.3,10.5,16.0,0,1,0,7
74,55,16,46.5,18.6,11.2,14.4,0,1,0,6
126,97,36,248.7,103.5,61.6,74.0,0,0,1,11
138,105,40,356.5,183.3,66.5,92.2,0,0,1,12
66,52,17,39.3,18.3,8.5,11.0,0,1,0,7
103,70,31,184.5,83.7,39.6,54.6,0,0,1,9
139,110,31,369.9,153.4,88.4,83.5,1,0,0,10
121,97,33,190.3,90.7,38.6,55.3,1,0,0,11
125,91,34,216.4,99.1,46.9,63.0,0,0,1,9
118,92,28,200.8,99.2,43.3,52.0,0,0,1,9
128,97,32,201.2,91.2,44.9,56.7,0,0,1,9
70,52,15,36.0,18.0,4.9,11.0,0,1,0,5
126,93,30,205.4,107.4,37.6,35.2,0,0,1,8
125,104,36,270.8,96.9,70.2,75.0,1,0,0,11
114,84,31,201.6,75.4,38.6,68.0,0,0,1,13
106,85,26,153.5,83.8,24.1,42.0,0,1,0,9
136,110,38,361.4,164.5,73.1,103.0,1,0,0,11
125,99,31,235.4,101.1,55.6,69.0,0,0,1,9
82,61,18,70.7,31.4,14.9,20.0,0,1,0,7
42,30,10,7.7,3.1,1.7,2.0,0,0,1,3
155,126,50,555.9,269.7,152.0,115.6,0,0,1,12
125,95,35,268.1,131.2,56.6,67.4,0,0,1,10
119,90,29,191.8,92.6,41.3,50.7,0,0,1,10
94,71,36,96.0,41.1,21.0,30.1,0,1,0,8
94,75,21,88.2,33.4,17.3,29.0,0,1,0,10
71,55,17,44.0,18.4,12.0,30.0,0,1,0,8
74,58,18,48.9,17.8,13.1,15.0,0,1,0,7
113,93,35,199.0,77.9,36.6,74.0,0,0,1,15
92,68,20,77.2,36.1,17.5,19.3,0,1,0,8
95,75,22,91.2,36.4,19.8,32.0,0,1,0,9
107,84,32,144.0,55.0,32.8,45.0,0,0,1,15
128,103,33,262.3,98.9,51.1,82.0,1,0,0,10
123,102,30,259.2,109.0,66.3,64.0,0,0,1,9
58,43,13,19.7,8.5,4.2,6.2,0,1,0,5
90,72,26,95.6,38.2,25.4,27.4,0,1,0,7
123,95,34,220.5,93.9,47.1,69.0,1,0,0,14
125,105,39,270.4,90.1,48.9,106.0,1,0,0,13
43,30,6,7.7,2.3,1.0,2.0,0,1,0,5
41,31,9,8.5,3.4,1.1,3.1,0,0,1,7
131,103,40,298.8,145.1,61.8,81.0,1,0,0,12
104,82,22,103.7,43.3,18.3,36.8,0,1,0,8
105,80,29,121.9,49.6,31.8,35.0,0,1,0,9
150,119,41,444.1,216.6,84.2,126.0,0,0,1,12
139,105,41,363.7,163.8,80.5,90.5,1,0,0,13
113,85,27,162.3,68.2,33.5,51.0,0,0,1,15
94,70,23,97.4,39.1,25.4,31.0,1,0,0,8
60,47,16,26.2,10.0,5.3,8.6,0,1,0,4
93,70,26,98.8,38.9,20.6,31.0,1,0,0,18
72,55,17,39.5,14.9,8.3,14.0,0,1,0,9
101,76,29,130.2,58.7,38.0,34.0,1,0,0,12
89,62,18,67.2,31.1,18.0,17.1,0,1,0,7
86,66,19,64.0,23.6,13.0,24.6,0,1,0,7
56,43,14,24.8,12.6,4.3,6.0,0,1,0,6
105,80,26,124.4,53.1,29.4,36.8,0,0,1,9
70,53,16,40.0,18.0,8.4,12.0,0,1,0,7
74,56,18,46.6,18.1,10.9,14.0,0,1,0,11
135,102,39,276.4,120.9,63.5,79.3,1,0,0,10
107,82,26,142.9,67.0,28.8,41.5,1,0,0,9
118,94,27,233.7,107.8,55.8,56.0,0,0,1,8
127,100,30,275.2,129.9,72.2,62.0,1,0,0,10
122,96,32,246.8,119.6,47.6,63.0,1,0,0,12
150,114,42,447.2,221.8,103.9,109.0,1,0,0,11
97,75,26,110.7,53.2,22.4,31.4,0,1,0,8
103,82,28,147.1,61.3,27.4,40.0,0,0,1,7
132,102,35,243.6,101.1,60.6,74.0,0,0,1,11
99,75,23,101.4,48.2,20.6,30.0,0,1,0,8
119,92,31,209.1,91.3,48.0,61.7,1,0,0,10
110,87,29,168.6,65.6,38.3,51.0,0,0,1,15
66,45,15,37.4,18.9,7.9,8.5,0,1,0,7
83,65,28,83.4,30.7,20.3,28.8,0,0,1,10
100,80,29,126.0,46.8,29.3,46.0,1,0,0,12
141,112,44,396.2,163.5,61.7,152.0,0,0,1,14
149,113,43,386.2,179.2,91.7,100.0,0,0,1,11
113,89,30,159.2,72.7,36.8,43.8,0,0,1,8
138,108,37,342.0,154.5,77.1,86.5,0,0,1,8
62,45,10,28.9,13.5,7.7,9.0,0,1,0,6
133,100,35,259.5,121.5,62.8,63.0,0,0,1,9
94,75,24,97.4,39.2,19.8,27.0,0,1,0,8
48,35,9,14.0,6.3,4.7,4.0,0,1,0,5
82,65,20,78.8,41.6,13.1,21.2,0,1,0,6
128,103,16,208.4,103.0,35.1,35.0,0,0,1,10
115,90,34,209.5,75.5,34.1,77.0,1,0,0,18
124,102,35,225.1,99.7,45.4,63.0,1,0,0,14
74,55,20,56.3,30.1,10.1,13.6,0,1,0,5
114,93,36,259.0,67.8,44.5,88.0,1,0,0,12
78,60,20,53.0,21.5,12.0,17.3,1,0,0,13
106,79,25,124.7,59.5,21.6,39.0,0,1,0,11
100,75,28,111.8,47.5,27.0,33.8,0,1,0,9
121,90,33,244.5,71.4,40.4,77.0,1,0,0,13
93,72,23,115.9,59.0,27.9,24.0,0,0,1,7
113,88,30,196.6,89.5,47.1,49.7,1,0,0,9
128,101,31,280.5,141.0,53.1,67.0,0,0,1,10
130,105,35,307.3,137.3,71.7,81.0,0,0,1,11
72,55,19,43.4,16.8,8.7,18.0,0,1,0,7
80,64,19,60.6,26.7,12.0,20.0,0,0,1,7
123,91,26,193.7,98.0,36.4,53.1,0,0,1,10
105,76,25,130.0,60.6,31.0,31.8,0,0,1,7
51,38,10,16.6,5.9,4.3,5.4,0,1,0,6
48,35,13,13.3,6.2,2.7,3.4,0,1,0,3
106,84,27,135.4,51.3,28.3,42.0,1,0,0,9
118,94,30,199.1,96.2,46.4,48.0,0,0,1,8
142,112,36,330.4,147.0,76.2,90.5,1,0,0,11
106,86,32,144.9,64.2,25.5,48.0,0,1,0,9
114,90,32,194.3,79.3,51.0,52.0,1,0,0,12
70,53,16,38.4,16.2,9.3,10.6,0,1,0,6
98,78,24,102.2,44.1,20.6,34.9,0,1,0,9
115,90,34,186.3,71.6,42.9,52.0,0,1,0,13
127,100,33,291.9,141.0,52.9,78.0,1,0,0,9
92,71,28,98.7,43.2,26.6,23.0,0,1,0,13
154,124,39,503.1,223.1,128.3,128.4,0,0,1,12
108,83,35,179.5,55.0,48.2,55.0,1,0,0,14
98,73,29,126.9,39.9,32.5,44.0,1,0,0,10
51,38,14,16.3,5.6,3.2,6.2,0,1,0,5
89,74,25,103.0,49.9,17.4,31.8,0,0,1,9
137,105,35,342.0,108.3,61.8,116.0,1,0,0,16
127,101,29,226.9,101.0,53.1,63.0,1,0,0,10
102,78,21,122.4,37.4,30.0,39.0,1,0,0,13
99,66,20,88.0,35.4,19.0,30.0,0,1,0,7
132,103,34,267.4,123.0,62.5,71.5,1,0,0,10
129,102,32,266.0,133.3,61.8,63.4,0,0,1,9
114,94,31,237.2,127.1,46.3,55.4,0,0,1,10
130,104,34,273.1,123.1,57.7,72.0,0,0,1,11
95,78,24,106.1,42.7,23.1,34.0,1,0,0,10
126,96,37,242.0,106.0,51.1,64.4,0,0,1,11
123,95,31,200.8,89.5,38.6,57.9,1,0,0,10
85,68,21,77.8,40.3,18.1,17.6,0,1,0,6
133,105,35,288.6,132.7,76.9,70.6,0,0,1,11
104,80,24,164.6,59.6,36.1,53.0,0,0,1,15
122,85,31,209.7,101.4,39.1,54.8,0,1,0,11
112,88,28,165.0,80.4,27.8,49.0,0,1,0,10
122,97,33,217.4,85.1,46.4,76.0,1,0,0,11
77,60,20,57.9,24.3,12.6,18.0,0,1,0,7
116,93,29,177.4,88.1,33.1,53.0,0,0,1,11
99,80,31,161.7,46.9,23.1,70.0,0,0,1,6
49,39,12,19.0,8.9,4.9,5.2,0,1,0,4
65,52,18,38.3,17.0,7.2,12.4,1,0,0,7
75,54,27,119.4,54.4,26.2,33.5,1,0,0,7
126,101,45,305.0,112.0,66.7,90.0,0,0,1,15
